date,mass_time,attendance,foot_traffic_count,capacity,event_type,weather_condition,holiday_flag,special_event_notes,day_of_week,month,quarter,attendance_rate,low_attendance_alert
2024-01-01,08:00,388,388,600,Holiday Mass,Sunny,1,New Year Mass,Monday,1,Q1,0.647,0
2024-01-01,17:00,324,367,550,Holiday Mass,Sunny,1,New Year Mass,Monday,1,Q1,0.589,0
2024-01-02,17:00,83,95,550,Novena,Stormy,0,,Tuesday,1,Q1,0.151,1
2024-01-04,06:00,40,41,550,Regular Mass,Rainy,0,Unexpected local disruption,Thursday,1,Q1,0.073,1
2024-01-06,17:00,84,94,550,Regular Mass,Cloudy,0,,Saturday,1,Q1,0.153,1
2024-01-07,06:00,200,200,550,Sunday Mass,Cloudy,0,,Sunday,1,Q1,0.364,0
2024-01-07,08:00,258,267,600,Sunday Mass,Cloudy,0,,Sunday,1,Q1,0.43,0
2024-01-07,10:00,309,311,600,Sunday Mass,Cloudy,0,,Sunday,1,Q1,0.515,0
2024-01-07,17:00,231,251,550,Sunday Mass,Cloudy,0,,Sunday,1,Q1,0.42,0
2024-01-09,17:00,107,123,550,Novena,Cloudy,0,,Tuesday,1,Q1,0.195,1
2024-01-11,06:00,99,105,550,Regular Mass,Cloudy,0,,Thursday,1,Q1,0.18,1
2024-01-13,10:00,161,175,550,Youth Mass,Sunny,0,,Saturday,1,Q1,0.293,0
2024-01-13,17:00,81,81,550,Regular Mass,Sunny,0,,Saturday,1,Q1,0.147,1
2024-01-14,06:00,194,207,550,Sunday Mass,Sunny,0,,Sunday,1,Q1,0.353,0
2024-01-14,08:00,273,283,600,Sunday Mass,Sunny,0,,Sunday,1,Q1,0.455,0
2024-01-14,10:00,345,356,600,Sunday Mass,Sunny,0,,Sunday,1,Q1,0.575,0
2024-01-14,17:00,231,239,550,Sunday Mass,Sunny,0,,Sunday,1,Q1,0.42,0
2024-01-16,09:00,92,103,550,Funeral,Sunny,0,,Tuesday,1,Q1,0.167,0
2024-01-16,17:00,115,115,550,Novena,Sunny,0,,Tuesday,1,Q1,0.209,1
2024-01-18,06:00,90,103,550,Regular Mass,Sunny,0,,Thursday,1,Q1,0.164,1
2024-01-20,17:00,104,114,550,Regular Mass,Cloudy,0,,Saturday,1,Q1,0.189,1
2024-01-21,06:00,198,205,550,Sunday Mass,Cloudy,0,,Sunday,1,Q1,0.36,0
2024-01-21,08:00,261,280,600,Sunday Mass,Cloudy,0,,Sunday,1,Q1,0.435,0
2024-01-21,10:00,299,319,600,Sunday Mass,Cloudy,0,,Sunday,1,Q1,0.498,0
2024-01-21,17:00,223,235,550,Sunday Mass,Cloudy,0,,Sunday,1,Q1,0.405,0
2024-01-23,17:00,123,136,550,Novena,Sunny,0,,Tuesday,1,Q1,0.224,1
2024-01-25,06:00,88,88,550,Regular Mass,Sunny,0,,Thursday,1,Q1,0.16,1
2024-01-26,15:00,138,153,550,Wedding,Cloudy,0,,Friday,1,Q1,0.251,0
2024-01-27,10:00,131,135,550,Youth Mass,Cloudy,0,,Saturday,1,Q1,0.238,0
2024-01-27,17:00,98,105,550,Regular Mass,Cloudy,0,,Saturday,1,Q1,0.178,1
2024-01-28,06:00,186,198,550,Sunday Mass,Rainy,0,,Sunday,1,Q1,0.338,1
2024-01-28,08:00,229,230,600,Sunday Mass,Rainy,0,,Sunday,1,Q1,0.382,0
2024-01-28,10:00,268,278,600,Sunday Mass,Rainy,0,,Sunday,1,Q1,0.447,0
2024-01-28,17:00,219,219,550,Sunday Mass,Rainy,0,,Sunday,1,Q1,0.398,0
2024-01-30,17:00,120,128,550,Novena,Sunny,0,,Tuesday,1,Q1,0.218,1
2024-02-01,06:00,83,94,550,Regular Mass,Cloudy,0,,Thursday,2,Q1,0.151,1
2024-02-02,15:00,154,161,550,Wedding,Sunny,0,,Friday,2,Q1,0.28,0
2024-02-03,17:00,94,94,550,Regular Mass,Sunny,0,,Saturday,2,Q1,0.171,1
2024-02-04,06:00,189,210,550,Sunday Mass,Cloudy,0,,Sunday,2,Q1,0.344,1
2024-02-04,08:00,275,299,600,Sunday Mass,Cloudy,0,,Sunday,2,Q1,0.458,0
2024-02-04,10:00,310,349,600,Sunday Mass,Cloudy,0,,Sunday,2,Q1,0.517,0
2024-02-04,17:00,224,236,550,Sunday Mass,Cloudy,0,,Sunday,2,Q1,0.407,0
2024-02-06,17:00,111,112,550,Novena,Sunny,0,,Tuesday,2,Q1,0.202,1
2024-02-07,13:00,85,94,550,Funeral,Cloudy,0,,Wednesday,2,Q1,0.155,0
2024-02-08,06:00,42,42,550,Regular Mass,Stormy,0,,Thursday,2,Q1,0.076,1
2024-02-10,10:00,149,162,550,Youth Mass,Sunny,0,,Saturday,2,Q1,0.271,0
2024-02-10,17:00,93,106,550,Regular Mass,Sunny,0,,Saturday,2,Q1,0.169,1
2024-02-11,06:00,176,183,550,Sunday Mass,Sunny,0,,Sunday,2,Q1,0.32,1
2024-02-11,08:00,275,281,600,Sunday Mass,Sunny,0,,Sunday,2,Q1,0.458,0
2024-02-11,10:00,327,353,600,Sunday Mass,Sunny,0,,Sunday,2,Q1,0.545,0
2024-02-11,13:00,95,104,550,Funeral,Sunny,0,,Sunday,2,Q1,0.173,0
2024-02-11,17:00,227,244,550,Sunday Mass,Sunny,0,,Sunday,2,Q1,0.413,0
2024-02-13,17:00,95,110,550,Novena,Rainy,0,,Tuesday,2,Q1,0.173,1
2024-02-14,08:00,345,368,600,Holiday Mass,Sunny,1,Ash Wednesday/Valentine Season,Wednesday,2,Q1,0.575,0
2024-02-14,17:00,284,295,550,Holiday Mass,Sunny,1,Ash Wednesday/Valentine Season,Wednesday,2,Q1,0.516,0
2024-02-15,06:00,88,92,550,Regular Mass,Sunny,0,,Thursday,2,Q1,0.16,1
2024-02-17,13:00,89,101,550,Funeral,Cloudy,0,,Saturday,2,Q1,0.162,0
2024-02-17,17:00,94,94,550,Regular Mass,Cloudy,0,,Saturday,2,Q1,0.171,1
2024-02-18,06:00,170,187,550,Sunday Mass,Rainy,0,,Sunday,2,Q1,0.309,1
2024-02-18,08:00,243,260,600,Sunday Mass,Rainy,0,,Sunday,2,Q1,0.405,0
2024-02-18,10:00,267,270,600,Sunday Mass,Rainy,0,,Sunday,2,Q1,0.445,0
2024-02-18,17:00,198,223,550,Sunday Mass,Rainy,0,,Sunday,2,Q1,0.36,0
2024-02-20,17:00,114,120,550,Novena,Sunny,0,,Tuesday,2,Q1,0.207,1
2024-02-22,06:00,64,69,550,Regular Mass,Cloudy,0,,Thursday,2,Q1,0.116,1
2024-02-24,10:00,157,169,550,Youth Mass,Sunny,0,,Saturday,2,Q1,0.285,0
2024-02-24,17:00,90,96,550,Regular Mass,Sunny,0,,Saturday,2,Q1,0.164,1
2024-02-25,06:00,197,202,550,Sunday Mass,Sunny,0,,Sunday,2,Q1,0.358,0
2024-02-25,08:00,295,323,600,Sunday Mass,Sunny,0,,Sunday,2,Q1,0.492,0
2024-02-25,10:00,314,325,600,Sunday Mass,Sunny,0,,Sunday,2,Q1,0.523,0
2024-02-25,17:00,242,252,550,Sunday Mass,Sunny,0,,Sunday,2,Q1,0.44,0
2024-02-27,17:00,109,110,550,Novena,Cloudy,0,,Tuesday,2,Q1,0.198,1
2024-02-29,06:00,81,89,550,Regular Mass,Cloudy,0,,Thursday,2,Q1,0.147,1
2024-03-02,10:00,152,169,550,Wedding,Sunny,0,,Saturday,3,Q1,0.276,0
2024-03-02,17:00,103,113,550,Regular Mass,Sunny,0,,Saturday,3,Q1,0.187,1
2024-03-03,06:00,109,121,550,Sunday Mass,Stormy,0,,Sunday,3,Q1,0.198,1
2024-03-03,08:00,178,181,600,Sunday Mass,Stormy,0,,Sunday,3,Q1,0.297,1
2024-03-03,10:00,226,237,600,Sunday Mass,Stormy,0,,Sunday,3,Q1,0.377,0
2024-03-03,17:00,160,160,550,Sunday Mass,Stormy,0,,Sunday,3,Q1,0.291,1
2024-03-05,17:00,129,136,550,Novena,Cloudy,0,,Tuesday,3,Q1,0.235,1
2024-03-07,06:00,85,103,550,Regular Mass,Sunny,0,,Thursday,3,Q1,0.155,1
2024-03-09,10:00,156,189,550,Youth Mass,Cloudy,0,,Saturday,3,Q1,0.284,0
2024-03-09,17:00,106,118,550,Regular Mass,Cloudy,0,,Saturday,3,Q1,0.193,1
2024-03-10,06:00,118,126,550,Sunday Mass,Cloudy,0,Unexpected local disruption,Sunday,3,Q1,0.215,1
2024-03-10,08:00,280,291,600,Sunday Mass,Cloudy,0,,Sunday,3,Q1,0.467,0
2024-03-10,10:00,307,338,600,Sunday Mass,Cloudy,0,,Sunday,3,Q1,0.512,0
2024-03-10,17:00,233,241,550,Sunday Mass,Cloudy,0,,Sunday,3,Q1,0.424,0
2024-03-11,13:00,88,103,550,Funeral,Sunny,0,,Monday,3,Q1,0.16,0
2024-03-12,17:00,124,137,550,Novena,Sunny,0,,Tuesday,3,Q1,0.225,1
2024-03-14,06:00,59,69,550,Regular Mass,Rainy,0,,Thursday,3,Q1,0.107,1
2024-03-16,17:00,103,109,550,Regular Mass,Cloudy,0,,Saturday,3,Q1,0.187,1
2024-03-17,06:00,207,221,550,Sunday Mass,Sunny,0,,Sunday,3,Q1,0.376,0
2024-03-17,08:00,303,340,600,Sunday Mass,Sunny,0,,Sunday,3,Q1,0.505,0
2024-03-17,10:00,344,358,600,Sunday Mass,Sunny,0,,Sunday,3,Q1,0.573,0
2024-03-17,17:00,262,282,550,Sunday Mass,Sunny,0,,Sunday,3,Q1,0.476,0
2024-03-19,17:00,125,133,550,Novena,Sunny,0,,Tuesday,3,Q1,0.227,1
2024-03-21,06:00,83,92,550,Regular Mass,Cloudy,0,,Thursday,3,Q1,0.151,1
2024-03-23,10:00,150,150,550,Youth Mass,Cloudy,0,,Saturday,3,Q1,0.273,0
2024-03-23,17:00,95,109,550,Regular Mass,Cloudy,0,,Saturday,3,Q1,0.173,1
2024-03-24,06:00,189,210,550,Sunday Mass,Sunny,0,,Sunday,3,Q1,0.344,1
2024-03-24,08:00,301,328,600,Sunday Mass,Sunny,0,,Sunday,3,Q1,0.502,0
2024-03-24,10:00,339,352,600,Sunday Mass,Sunny,0,,Sunday,3,Q1,0.565,0
2024-03-24,17:00,267,276,550,Sunday Mass,Sunny,0,,Sunday,3,Q1,0.485,0
2024-03-26,17:00,122,137,550,Novena,Sunny,0,,Tuesday,3,Q1,0.222,1
2024-03-28,06:00,85,85,550,Regular Mass,Cloudy,0,,Thursday,3,Q1,0.155,1
2024-03-29,08:00,355,393,600,Holiday Mass,Rainy,1,Holy Week,Friday,3,Q1,0.592,0
2024-03-29,17:00,298,331,550,Holiday Mass,Rainy,1,Holy Week,Friday,3,Q1,0.542,0
2024-03-30,08:00,210,225,550,Parish Event,Sunny,0,,Saturday,3,Q1,0.382,0
2024-03-30,17:00,98,111,550,Regular Mass,Sunny,0,,Saturday,3,Q1,0.178,1
2024-03-31,06:00,236,255,550,Sunday Mass,Rainy,1,Easter Sunday,Sunday,3,Q1,0.429,0
2024-03-31,08:00,427,479,600,Holiday Mass,Rainy,1,Easter Sunday,Sunday,3,Q1,0.712,0
2024-03-31,08:00,379,412,600,Sunday Mass,Rainy,1,Easter Sunday,Sunday,3,Q1,0.632,0
2024-03-31,10:00,437,447,600,Sunday Mass,Rainy,1,Easter Sunday,Sunday,3,Q1,0.728,0
2024-03-31,17:00,330,344,550,Holiday Mass,Rainy,1,Easter Sunday,Sunday,3,Q1,0.6,0
2024-03-31,17:00,336,347,550,Sunday Mass,Rainy,1,Easter Sunday,Sunday,3,Q1,0.611,0
2024-04-02,17:00,119,119,550,Novena,Sunny,0,,Tuesday,4,Q2,0.216,1
2024-04-03,13:00,86,105,550,Funeral,Sunny,0,,Wednesday,4,Q2,0.156,0
2024-04-04,06:00,89,98,550,Regular Mass,Cloudy,0,,Thursday,4,Q2,0.162,1
2024-04-06,15:00,94,102,550,Parish Event,Stormy,0,,Saturday,4,Q2,0.171,0
2024-04-06,15:00,112,118,550,Wedding,Stormy,0,,Saturday,4,Q2,0.204,0
2024-04-06,17:00,51,52,550,Regular Mass,Stormy,0,,Saturday,4,Q2,0.093,1
2024-04-07,06:00,195,200,550,Sunday Mass,Sunny,0,,Sunday,4,Q2,0.355,0
2024-04-07,08:00,275,281,600,Sunday Mass,Sunny,0,,Sunday,4,Q2,0.458,0
2024-04-07,10:00,328,336,600,Sunday Mass,Sunny,0,,Sunday,4,Q2,0.547,0
2024-04-07,17:00,276,308,550,Sunday Mass,Sunny,0,,Sunday,4,Q2,0.502,0
2024-04-09,17:00,121,121,550,Novena,Sunny,0,,Tuesday,4,Q2,0.22,1
2024-04-11,06:00,65,74,550,Regular Mass,Rainy,0,,Thursday,4,Q2,0.118,1
2024-04-13,10:00,125,150,550,Youth Mass,Rainy,0,,Saturday,4,Q2,0.227,0
2024-04-13,17:00,104,117,550,Regular Mass,Rainy,0,,Saturday,4,Q2,0.189,1
2024-04-14,06:00,192,221,550,Sunday Mass,Cloudy,0,,Sunday,4,Q2,0.349,1
2024-04-14,08:00,301,321,600,Sunday Mass,Cloudy,0,,Sunday,4,Q2,0.502,0
2024-04-14,10:00,327,355,600,Sunday Mass,Cloudy,0,,Sunday,4,Q2,0.545,0
2024-04-14,17:00,245,267,550,Sunday Mass,Cloudy,0,,Sunday,4,Q2,0.445,0
2024-04-16,09:00,89,89,550,Funeral,Sunny,0,,Tuesday,4,Q2,0.162,0
2024-04-16,17:00,128,134,550,Novena,Sunny,0,,Tuesday,4,Q2,0.233,1
2024-04-18,06:00,97,112,550,Regular Mass,Sunny,0,,Thursday,4,Q2,0.176,1
