date,mass_time,attendance,foot_traffic_count,capacity,event_type,weather_condition,holiday_flag,special_event_notes,day_of_week,month,quarter,attendance_rate,low_attendance_alert
2023-01-01,06:00,239,259,550,Sunday Mass,Sunny,1,New Year Mass,Sunday,1,Q1,0.435,0
2023-01-01,08:00,373,407,550,Holiday Mass,Sunny,1,New Year Mass,Sunday,1,Q1,0.678,0
2023-01-01,08:00,321,328,550,Sunday Mass,Sunny,1,New Year Mass,Sunday,1,Q1,0.584,0
2023-01-01,10:00,368,398,550,Sunday Mass,Sunny,1,New Year Mass,Sunday,1,Q1,0.669,0
2023-01-01,17:00,303,320,550,Holiday Mass,Sunny,1,New Year Mass,Sunday,1,Q1,0.551,0
2023-01-01,17:00,277,286,550,Sunday Mass,Sunny,1,New Year Mass,Sunday,1,Q1,0.504,0
2023-01-03,17:00,106,106,550,Novena,Sunny,0,,Tuesday,1,Q1,0.193,1
2023-01-05,06:00,72,78,550,Regular Mass,Sunny,0,,Thursday,1,Q1,0.131,1
2023-01-07,17:00,74,74,550,Regular Mass,Rainy,0,,Saturday,1,Q1,0.135,1
2023-01-08,06:00,173,187,550,Sunday Mass,Sunny,0,,Sunday,1,Q1,0.315,1
2023-01-08,08:00,275,287,550,Sunday Mass,Sunny,0,,Sunday,1,Q1,0.5,0
2023-01-08,10:00,324,333,550,Sunday Mass,Sunny,0,,Sunday,1,Q1,0.589,0
2023-01-08,17:00,227,236,550,Sunday Mass,Sunny,0,,Sunday,1,Q1,0.413,0
2023-01-10,17:00,100,113,550,Novena,Cloudy,0,,Tuesday,1,Q1,0.182,1
2023-01-12,06:00,61,61,550,Regular Mass,Rainy,0,,Thursday,1,Q1,0.111,1
2023-01-14,10:00,129,129,550,Youth Mass,Cloudy,0,,Saturday,1,Q1,0.235,0
2023-01-14,17:00,100,100,550,Regular Mass,Cloudy,0,,Saturday,1,Q1,0.182,1
2023-01-15,06:00,175,185,550,Sunday Mass,Cloudy,0,,Sunday,1,Q1,0.318,1
2023-01-15,08:00,253,276,550,Sunday Mass,Cloudy,0,,Sunday,1,Q1,0.46,0
2023-01-15,10:00,294,320,550,Sunday Mass,Cloudy,0,,Sunday,1,Q1,0.535,0
2023-01-15,17:00,208,226,550,Sunday Mass,Cloudy,0,,Sunday,1,Q1,0.378,0
2023-01-17,17:00,112,140,550,Novena,Sunny,0,,Tuesday,1,Q1,0.204,1
2023-01-19,06:00,91,102,550,Regular Mass,Sunny,0,,Thursday,1,Q1,0.165,1
2023-01-21,17:00,86,89,550,Regular Mass,Sunny,0,,Saturday,1,Q1,0.156,1
2023-01-22,06:00,180,186,550,Sunday Mass,Sunny,0,,Sunday,1,Q1,0.327,1
2023-01-22,08:00,248,271,550,Sunday Mass,Sunny,0,,Sunday,1,Q1,0.451,0
2023-01-22,10:00,304,329,550,Sunday Mass,Sunny,0,,Sunday,1,Q1,0.553,0
2023-01-22,13:00,80,85,550,Funeral,Sunny,0,,Sunday,1,Q1,0.145,0
2023-01-22,17:00,198,207,550,Sunday Mass,Sunny,0,,Sunday,1,Q1,0.36,0
2023-01-24,17:00,109,123,550,Novena,Sunny,0,,Tuesday,1,Q1,0.198,1
2023-01-26,06:00,76,98,550,Regular Mass,Sunny,0,,Thursday,1,Q1,0.138,1
2023-01-28,10:00,133,156,550,Youth Mass,Sunny,0,,Saturday,1,Q1,0.242,0
2023-01-28,17:00,92,99,550,Regular Mass,Sunny,0,,Saturday,1,Q1,0.167,1
2023-01-29,06:00,106,116,550,Sunday Mass,Stormy,0,,Sunday,1,Q1,0.193,1
2023-01-29,08:00,164,174,550,Sunday Mass,Stormy,0,,Sunday,1,Q1,0.298,1
2023-01-29,10:00,195,209,550,Sunday Mass,Stormy,0,,Sunday,1,Q1,0.355,0
2023-01-29,17:00,139,142,550,Sunday Mass,Stormy,0,,Sunday,1,Q1,0.253,1
2023-01-31,17:00,112,126,550,Novena,Sunny,0,,Tuesday,1,Q1,0.204,1
2023-02-02,06:00,67,69,550,Regular Mass,Cloudy,0,,Thursday,2,Q1,0.122,1
2023-02-04,17:00,108,113,550,Regular Mass,Sunny,0,,Saturday,2,Q1,0.196,1
2023-02-05,06:00,191,213,550,Sunday Mass,Cloudy,0,,Sunday,2,Q1,0.347,1
2023-02-05,08:00,246,273,550,Sunday Mass,Cloudy,0,,Sunday,2,Q1,0.447,0
2023-02-05,10:00,301,327,550,Sunday Mass,Cloudy,0,,Sunday,2,Q1,0.547,0
2023-02-05,17:00,200,204,550,Sunday Mass,Cloudy,0,,Sunday,2,Q1,0.364,0
2023-02-07,17:00,108,115,550,Novena,Cloudy,0,,Tuesday,2,Q1,0.196,1
2023-02-09,06:00,65,73,550,Regular Mass,Cloudy,0,,Thursday,2,Q1,0.118,1
2023-02-11,10:00,135,144,550,Youth Mass,Sunny,0,,Saturday,2,Q1,0.245,0
2023-02-11,15:00,153,153,550,Wedding,Sunny,0,,Saturday,2,Q1,0.278,0
2023-02-11,17:00,110,111,550,Regular Mass,Sunny,0,,Saturday,2,Q1,0.2,1
2023-02-12,06:00,198,213,550,Sunday Mass,Sunny,0,,Sunday,2,Q1,0.36,0
2023-02-12,08:00,271,290,550,Sunday Mass,Sunny,0,,Sunday,2,Q1,0.493,0
2023-02-12,10:00,294,301,550,Sunday Mass,Sunny,0,,Sunday,2,Q1,0.535,0
2023-02-12,17:00,227,244,550,Sunday Mass,Sunny,0,,Sunday,2,Q1,0.413,0
2023-02-14,08:00,321,357,550,Holiday Mass,Sunny,1,Ash Wednesday/Valentine Season,Tuesday,2,Q1,0.584,0
2023-02-14,17:00,259,269,550,Holiday Mass,Sunny,1,Ash Wednesday/Valentine Season,Tuesday,2,Q1,0.471,0
2023-02-14,17:00,118,137,550,Novena,Sunny,1,Ash Wednesday/Valentine Season,Tuesday,2,Q1,0.215,1
2023-02-16,06:00,66,82,550,Regular Mass,Sunny,0,,Thursday,2,Q1,0.12,1
2023-02-18,17:00,92,99,550,Regular Mass,Rainy,0,,Saturday,2,Q1,0.167,1
2023-02-19,06:00,178,183,550,Sunday Mass,Cloudy,0,,Sunday,2,Q1,0.324,1
2023-02-19,08:00,253,277,550,Sunday Mass,Cloudy,0,,Sunday,2,Q1,0.46,0
2023-02-19,10:00,288,297,550,Sunday Mass,Cloudy,0,,Sunday,2,Q1,0.524,0
2023-02-19,17:00,212,237,550,Sunday Mass,Cloudy,0,,Sunday,2,Q1,0.385,0
2023-02-21,17:00,70,74,550,Novena,Stormy,0,,Tuesday,2,Q1,0.127,1
2023-02-23,06:00,65,78,550,Regular Mass,Sunny,0,,Thursday,2,Q1,0.118,1
2023-02-25,10:00,79,84,550,Youth Mass,Stormy,0,,Saturday,2,Q1,0.144,0
2023-02-25,17:00,47,47,550,Regular Mass,Stormy,0,,Saturday,2,Q1,0.085,1
2023-02-26,06:00,201,221,550,Sunday Mass,Sunny,0,,Sunday,2,Q1,0.365,0
2023-02-26,08:00,277,297,550,Sunday Mass,Sunny,0,,Sunday,2,Q1,0.504,0
2023-02-26,10:00,306,319,550,Sunday Mass,Sunny,0,,Sunday,2,Q1,0.556,0
2023-02-26,17:00,210,226,550,Sunday Mass,Sunny,0,,Sunday,2,Q1,0.382,0
2023-02-28,17:00,113,125,550,Novena,Sunny,0,,Tuesday,2,Q1,0.205,1
2023-03-02,06:00,88,96,550,Regular Mass,Sunny,0,,Thursday,3,Q1,0.16,1
2023-03-04,17:00,107,132,550,Regular Mass,Sunny,0,,Saturday,3,Q1,0.195,1
2023-03-05,06:00,209,230,550,Sunday Mass,Cloudy,0,,Sunday,3,Q1,0.38,0
2023-03-05,08:00,266,267,550,Sunday Mass,Cloudy,0,,Sunday,3,Q1,0.484,0
2023-03-05,10:00,319,353,550,Sunday Mass,Cloudy,0,,Sunday,3,Q1,0.58,0
2023-03-05,17:00,228,239,550,Sunday Mass,Cloudy,0,,Sunday,3,Q1,0.415,0
2023-03-07,17:00,85,86,550,Novena,Stormy,0,,Tuesday,3,Q1,0.155,1
2023-03-09,06:00,93,98,550,Regular Mass,Cloudy,0,,Thursday,3,Q1,0.169,1
2023-03-11,10:00,152,155,550,Youth Mass,Cloudy,0,,Saturday,3,Q1,0.276,0
2023-03-11,17:00,96,104,550,Regular Mass,Cloudy,0,,Saturday,3,Q1,0.175,1
2023-03-12,06:00,191,197,550,Sunday Mass,Sunny,0,,Sunday,3,Q1,0.347,1
2023-03-12,08:00,292,303,550,Sunday Mass,Sunny,0,,Sunday,3,Q1,0.531,0
2023-03-12,10:00,312,324,550,Sunday Mass,Sunny,0,,Sunday,3,Q1,0.567,0
2023-03-12,17:00,260,277,550,Sunday Mass,Sunny,0,,Sunday,3,Q1,0.473,0
2023-03-14,17:00,72,78,550,Novena,Sunny,0,Unexpected local disruption,Tuesday,3,Q1,0.131,1
2023-03-16,06:00,57,58,550,Regular Mass,Rainy,0,,Thursday,3,Q1,0.104,1
2023-03-18,17:00,61,62,550,Regular Mass,Stormy,0,,Saturday,3,Q1,0.111,1
2023-03-19,06:00,158,169,550,Sunday Mass,Rainy,0,,Sunday,3,Q1,0.287,1
2023-03-19,08:00,220,226,550,Sunday Mass,Rainy,0,,Sunday,3,Q1,0.4,0
2023-03-19,10:00,282,282,550,Sunday Mass,Rainy,0,,Sunday,3,Q1,0.513,0
2023-03-19,17:00,216,227,550,Sunday Mass,Rainy,0,,Sunday,3,Q1,0.393,0
2023-03-21,17:00,108,111,550,Novena,Cloudy,0,,Tuesday,3,Q1,0.196,1
2023-03-23,06:00,82,83,550,Regular Mass,Cloudy,0,,Thursday,3,Q1,0.149,1
2023-03-25,08:00,198,208,550,Parish Event,Cloudy,0,,Saturday,3,Q1,0.36,0
2023-03-25,10:00,132,148,550,Youth Mass,Cloudy,0,,Saturday,3,Q1,0.24,0
2023-03-25,17:00,95,106,550,Regular Mass,Cloudy,0,,Saturday,3,Q1,0.173,1
2023-03-26,06:00,184,191,550,Sunday Mass,Rainy,0,,Sunday,3,Q1,0.335,1
2023-03-26,08:00,242,257,550,Sunday Mass,Rainy,0,,Sunday,3,Q1,0.44,0
2023-03-26,10:00,296,321,550,Sunday Mass,Rainy,0,,Sunday,3,Q1,0.538,0
2023-03-26,17:00,199,225,550,Sunday Mass,Rainy,0,,Sunday,3,Q1,0.362,0
2023-03-28,09:00,94,103,550,Funeral,Sunny,0,,Tuesday,3,Q1,0.171,0
2023-03-28,17:00,103,119,550,Novena,Sunny,0,,Tuesday,3,Q1,0.187,1
2023-03-29,08:00,398,415,550,Holiday Mass,Cloudy,1,Holy Week,Wednesday,3,Q1,0.724,0
2023-03-29,17:00,173,173,550,Holiday Mass,Cloudy,1,Holy Week,Wednesday,3,Q1,0.315,1
2023-03-30,06:00,70,71,550,Regular Mass,Cloudy,0,,Thursday,3,Q1,0.127,1
2023-03-31,08:00,455,492,550,Holiday Mass,Sunny,1,Easter Sunday,Friday,3,Q1,0.827,0
2023-03-31,17:00,376,406,550,Holiday Mass,Sunny,1,Easter Sunday,Friday,3,Q1,0.684,0
2023-04-01,17:00,87,108,550,Regular Mass,Sunny,0,,Saturday,4,Q2,0.158,1
2023-04-02,06:00,178,194,550,Sunday Mass,Rainy,0,,Sunday,4,Q2,0.324,1
2023-04-02,08:00,222,240,550,Sunday Mass,Rainy,0,,Sunday,4,Q2,0.404,0
2023-04-02,10:00,261,272,550,Sunday Mass,Rainy,0,,Sunday,4,Q2,0.475,0
2023-04-02,17:00,192,196,550,Sunday Mass,Rainy,0,,Sunday,4,Q2,0.349,1
2023-04-04,17:00,116,116,550,Novena,Rainy,0,,Tuesday,4,Q2,0.211,1
2023-04-06,06:00,70,85,550,Regular Mass,Sunny,0,,Thursday,4,Q2,0.127,1
2023-04-08,10:00,124,132,550,Youth Mass,Rainy,0,,Saturday,4,Q2,0.225,0
2023-04-08,17:00,82,82,550,Regular Mass,Rainy,0,,Saturday,4,Q2,0.149,1
2023-04-09,06:00,193,193,550,Sunday Mass,Sunny,0,,Sunday,4,Q2,0.351,0
2023-04-09,08:00,284,295,550,Sunday Mass,Sunny,0,,Sunday,4,Q2,0.516,0
2023-04-09,10:00,327,340,550,Sunday Mass,Sunny,0,,Sunday,4,Q2,0.595,0
2023-04-09,17:00,240,279,550,Sunday Mass,Sunny,0,,Sunday,4,Q2,0.436,0
2023-04-11,17:00,119,119,550,Novena,Sunny,0,,Tuesday,4,Q2,0.216,1
2023-04-13,06:00,79,96,550,Regular Mass,Cloudy,0,,Thursday,4,Q2,0.144,1
2023-04-15,15:00,146,165,550,Wedding,Cloudy,0,,Saturday,4,Q2,0.265,0
2023-04-15,17:00,108,115,550,Regular Mass,Cloudy,0,,Saturday,4,Q2,0.196,1
2023-04-16,06:00,204,206,550,Sunday Mass,Sunny,0,,Sunday,4,Q2,0.371,0
2023-04-16,08:00,261,265,550,Sunday Mass,Sunny,0,,Sunday,4,Q2,0.475,0
2023-04-16,10:00,324,337,550,Sunday Mass,Sunny,0,,Sunday,4,Q2,0.589,0
2023-04-16,17:00,219,240,550,Sunday Mass,Sunny,0,,Sunday,4,Q2,0.398,0
2023-04-18,17:00,110,119,550,Novena,Rainy,0,,Tuesday,4,Q2,0.2,1
